id;slope;cd_water;aspect;hill90;hill5;hill45;clc00;numpoints;target
1335;5.27637;0;8;253;0;188;324;0;0
1336;9.91429;0;8;251;52;199;312;0;0
1337;7.80948;0.11731;8;252;52;200;312;0;0
1338;4.13755;0.108892;9;254;0;192;324;0;0
1339;3.15231;0.193337;9;254;35;189;324;1;1
1340;8.3178;0.308891;8;252;47;196;324;2;1
1341;7.96899;0.213098;8;252;38;190;324;0;0
1342;1.67673;0.140486;7;254;19;178;324;0;0
1343;5.18572;0.171678;9;253;45;195;324;0;0
1344;15.1265;0.47109;9;246;84;218;333;0;0
1345;11.5434;0.804066;8;249;64;207;322;0;0
1346;6.72115;1.02895;6;253;0;163;322;0;0
1347;11.1486;1.24533;6;250;0;146;322;0;0
1348;12.6716;1.50624;6;248;0;148;322;0;0
1349;17.4314;1.74309;6;243;0;134;333;0;0
1350;21.4637;2.02014;6;237;0;123;333;0;0
1351;22.977;1.93564;6;234;0;117;322;0;0
1352;23.7688;1.57969;6;233;0;109;333;0;0
1353;24.6391;1.15783;6;231;0;113;333;0;0
1354;24.2167;1.60914;6;232;0;111;333;0;0
1355;22.4432;2.13983;5;235;0;101;333;0;0
1356;18.561;1.43972;5;241;0;113;324;0;0
1357;12.9768;0.97111;5;248;0;137;324;0;0
1358;11.4701;0.760506;5;249;0;142;324;0;0
1359;5.09472;0.572541;7;254;0;176;312;0;0
1360;20.5143;1.05605;8;238;0;207;312;0;0
1361;22.5325;1.9567;8;235;76;206;312;0;0
1362;17.6508;1.47722;7;243;43;187;312;0;0
1363;16.1428;1.61949;6;244;0;143;332;0;0
1364;23.934;1.75205;5;233;0;94;332;0;0
1365;22.6879;0.921975;5;235;0;102;324;0;0
1366;19.7631;0;6;240;0;128;332;0;0
1367;17.9709;0.486478;6;242;0;133;332;0;0
1368;14.5513;0.326622;6;246;0;148;313;0;0
1369;10.6746;0;6;250;0;163;313;0;0
1370;6.91819;0;6;253;0;160;312;0;0
1371;13.7183;0.279792;5;247;0;134;243;0;0
1372;16.8726;0.785048;5;244;0;123;243;0;0
1373;11.3409;0.428105;5;250;0;142;243;0;0
1374;6.14675;0.214451;4;253;0;162;243;0;0
1375;3.92682;0.106452;3;254;0;176;313;0;0
1376;6.0085;0;4;253;0;169;313;0;0
1377;3.21645;0;4;254;0;170;312;0;0
1378;10.1206;0.164106;8;251;0;199;313;0;0
1379;14.4926;0.516033;8;246;0;211;313;0;0
1380;8.25039;0.519585;9;252;55;202;313;0;0
1381;3.70327;0.384916;9;254;37;190;312;0;0
1382;5.31427;0.326882;2;253;36;190;312;0;0
1383;8.02002;0.314265;10;252;48;197;312;0;0
1384;9.65168;0.366852;10;251;0;200;312;0;0
1385;10.2977;0.447508;10;250;0;201;312;0;0
1386;11.7225;0.599876;10;249;66;208;312;0;0
1387;13.3411;0.756942;10;248;70;210;312;0;0
1388;13.6819;0.629937;3;247;40;188;312;0;0
1389;22.0464;0.950207;4;236;0;134;332;0;0
1390;20.6362;0.525368;4;238;0;121;332;0;0
1391;8.12133;0;5;252;0;154;324;0;0
1392;9.66253;0;6;251;0;161;324;0;0
1393;8.06118;0;6;252;0;155;324;0;0
1394;8.3104;0.182659;5;252;0;153;324;0;0
1395;13.0601;0.417406;7;248;0;162;324;0;0
1396;18.0591;0.648013;7;242;0;158;324;2;1
1397;18.3025;0.466741;6;242;0;145;324;1;1
1398;19.7701;0;6;239;0;142;324;0;0
1399;22.1106;0.885935;7;236;0;142;324;0;0
1400;22.4715;0.801585;6;235;0;134;324;1;1
1401;21.2086;0.513452;5;237;0;107;324;0;0
1402;21.25;0.728531;5;237;0;103;324;0;0
1403;21.1464;0.995229;5;237;0;105;324;0;0
1404;25.6553;1.18496;5;229;0;88;324;0;0
1405;22.7777;0;6;235;0;113;324;1;1
1406;20.5918;0;7;238;0;162;324;0;0
1407;23.0517;0;8;234;0;195;312;0;0
1408;21.9312;0;8;236;0;207;312;0;0
1409;16.983;0;8;243;62;201;312;0;0
1410;10.7382;0;7;250;34;186;312;0;0
1411;6.70661;0;7;253;12;172;312;0;0
1412;6.00938;0.133381;6;253;11;172;333;0;0
1413;4.57025;0.24472;6;254;10;171;333;0;0
1414;0;0.190729;1;255;22;180;512;0;0
1415;0;0.216913;1;255;22;180;512;0;0
1416;0.241072;0.243057;9;254;23;181;512;0;0
1417;10.2411;0.401713;8;250;57;202;512;1;1
1418;11.0831;0.672741;8;250;61;204;311;0;0
1419;6.40541;0.640514;8;253;44;195;311;0;0
1420;7.73994;0.510477;8;252;48;197;311;0;0
1421;2.72474;0.413906;8;254;32;187;311;0;0
1422;0.662779;0.377273;10;254;24;182;311;0;0
1423;5.39174;0.375417;3;253;23;180;311;0;0
1424;11.6239;0.545613;3;249;20;175;311;0;0
1425;12.5333;0.586673;3;248;17;173;311;0;0
1426;2.05723;0;4;254;17;177;312;0;0
1427;4.02522;0;7;254;24;181;242;0;0
1428;6.37173;0;7;253;15;174;242;0;0
1429;6.99333;0;6;253;5;167;242;0;0
1430;5.73826;0;6;253;0;163;242;0;0
1431;1.1578;0;6;254;0;177;312;0;0
1432;7.25473;0.110077;9;252;53;201;312;0;0
1433;10.7022;0;9;250;68;210;312;0;0
1434;8.49192;0.164877;9;252;59;205;312;0;0
1435;7.55816;0.156567;9;252;54;201;312;0;0
1436;13.3272;0.370432;9;248;77;215;312;0;0
1437;11.89;0.277109;9;249;73;213;312;0;0
1438;13.2761;0.438946;3;248;17;172;311;0;0
1439;15.0485;0.293472;3;246;0;161;311;0;0
1440;4.77746;0;9;254;0;194;324;0;0
1441;11.7308;0.208557;8;249;63;206;312;0;0
1442;8.28438;0.295827;8;252;53;200;312;0;0
1443;1.14635;0.186434;8;254;26;183;324;0;0
1444;3.26213;0.229174;6;254;12;173;324;1;1
1445;8.54889;0.222076;7;252;20;177;324;1;1
1446;10.1405;0;7;251;12;170;324;0;0
1447;9.1639;0;7;251;9;169;324;0;0
1448;9.73874;0;7;251;28;182;324;0;0
1449;13.248;0.311724;7;248;29;180;333;0;0
1450;15.124;0.75111;6;246;0;146;333;0;0
1451;19.8714;1.4014;6;239;0;116;333;0;0
1452;19.7773;1.48733;6;239;0;121;324;0;0
1453;20.2921;1.38409;6;239;0;119;324;0;0
1454;22.2194;1.21892;6;236;0;111;324;0;0
1455;23.3169;1.12376;6;234;0;113;231;0;0
1456;23.9526;0.823728;6;233;0;113;324;0;0
1457;23.7629;0.810054;6;233;0;110;324;0;0
1458;23.2807;0;6;234;0;116;324;0;0
1459;23.0198;1.08307;6;234;0;118;324;0;0
1460;21.0041;1.2944;6;238;0;114;324;0;0
1461;16.0723;1.03125;6;244;0;127;324;0;0
1462;13.0834;0.666705;5;248;0;134;324;0;0
1463;10.9373;0.506686;5;250;0;143;242;0;0
1464;5.99645;0.456767;7;253;0;182;312;0;0
1465;19.321;0.90352;8;240;0;202;312;0;0
1466;22.1008;1.58349;8;236;69;201;312;0;0
1467;12.9216;0.966388;7;248;8;166;332;0;0
1468;23.4357;1.4607;6;234;0;100;332;0;0
1469;25.6458;1.06045;6;229;0;91;324;0;0
1470;18.3822;0.440474;6;242;0;122;324;0;0
1471;14.0979;0;6;247;0;148;312;0;0
1472;11.3966;0;7;249;0;165;313;0;0
1473;8.59418;0;7;252;0;186;312;0;0
1474;6.62147;0;8;253;0;192;312;0;0
1475;2.40835;0.105321;5;254;0;172;312;0;0
1476;14.8408;0.377946;4;246;0;133;321;0;0
1477;16.3261;0.710386;4;244;0;127;243;0;0
1478;8.32248;0.335485;5;252;0;153;243;1;1
1479;2.47729;0.206188;5;254;0;172;313;0;0
1480;1.9167;0.136436;3;254;0;178;313;0;0
1481;7.79428;0.141389;4;252;0;164;313;0;0
1482;5.36917;0;4;253;0;166;313;0;0
1483;11.8101;0.215778;8;249;0;197;312;0;0
1484;17.0829;0.681415;8;243;72;208;313;0;0
1485;10.9245;0.64382;9;250;66;208;312;0;0
1486;10.652;0.562412;9;250;65;208;312;0;0
1487;12.4224;0.556262;10;249;63;205;312;0;0
1488;11.3938;0.553724;10;250;58;202;312;0;0
1489;9.63595;0.598398;10;251;52;199;312;0;0
1490;8.26125;0.661565;10;252;48;197;312;0;0
1491;7.21014;0.737973;9;252;51;200;312;0;0
1492;6.47243;0.883187;9;253;50;199;312;0;0
1493;10.5511;0.968428;4;250;0;161;312;0;0
1494;26.0282;1.78024;4;229;0;104;332;0;0
1495;24.6203;0.735849;4;231;0;104;324;0;0
1496;10.2045;0;5;250;0;145;321;0;0
1497;8.9283;0;6;251;0;162;321;0;0
1498;9.19636;0;6;251;0;155;324;0;0
1499;9.07078;0;5;251;0;150;323;0;0
1500;7.70443;0.18982;6;252;0;168;324;0;0
1501;11.2785;0.267572;7;250;0;176;324;0;0
1502;9.84065;0;7;251;0;169;324;0;0
1503;10.4187;0;7;250;0;172;324;1;1
1504;11.4943;0.283326;7;249;0;177;324;0;0
1505;10.3561;0.184508;7;250;0;177;324;0;0
1506;5.30064;0;5;253;0;162;324;0;0
1507;16.0489;0;4;245;0;130;324;0;0
1508;23.1071;0;5;234;0;96;323;1;1
1509;22.8534;0;5;235;0;96;323;1;1
1510;17.4879;0;6;243;0;139;312;2;1
1511;23.1059;0.858795;7;234;0;170;323;0;0
1512;28.6342;1.35412;7;223;0;183;323;0;0
1513;25.8349;1.15731;7;229;0;183;323;0;0
1514;20.0006;0.712605;7;239;18;167;312;0;0
1515;18.5408;0.492692;7;241;0;151;312;0;0
1516;17.7236;0;6;242;0;139;312;1;1
1517;17.6675;0;6;242;0;139;312;0;0
1518;17.0486;0;6;243;0;138;312;0;0
1519;0;0.127153;1;255;22;180;512;0;0
1520;0;0.127153;1;255;22;180;512;0;0
1521;0;0.127153;1;255;22;180;512;0;0
1522;0;0.153337;1;255;22;180;512;0;0
1523;0.969796;0.179866;9;254;26;183;512;0;0
1524;10.3521;0.340977;8;250;55;200;512;0;0
1525;10.8955;0.596173;8;250;55;200;311;0;0
1526;6.86403;0.526086;8;253;46;196;323;0;0
1527;7.01541;0.439919;8;253;46;196;311;0;0
1528;1.68067;0.343731;7;254;21;179;311;0;0
1529;2.38816;0.317597;7;254;18;177;311;0;0
1530;0.856818;0.287435;7;254;21;180;311;0;0
1531;5.61257;0.331545;3;253;18;176;311;0;0
1532;11.8141;0.512475;3;249;13;170;311;0;0
1533;3.72959;0;3;254;17;176;312;0;0
1534;1.22794;0.0748298;9;254;27;184;312;0;0
1535;1.39233;0.0993243;7;254;23;181;312;0;0
1536;2.19729;0.109225;7;254;24;181;312;0;0
1537;1.08291;0.0758895;9;254;26;183;312;0;0
1538;3.91864;0;9;254;39;192;312;0;0
1539;11.8982;0;9;249;71;211;312;0;0
1540;12.2529;0;9;249;75;214;312;0;0
1541;8.6401;0.268483;9;252;59;204;323;0;0
1542;5.47432;0.295612;9;253;45;196;312;0;0
1543;9.55129;0.405111;8;251;55;201;312;0;0
1544;9.6713;0.481717;8;251;45;194;311;0;0
1545;8.37257;0.539742;4;252;0;157;311;0;0
1546;13.6959;0.239779;4;247;0;148;311;0;0
1547;1.96415;0;4;254;15;175;311;0;0
1548;10.5831;0;7;250;37;188;324;0;0
1549;10.1463;0.258923;7;250;22;177;324;0;0
1550;8.8475;0.320502;6;251;0;155;324;0;0
1551;10.0588;0.392357;6;251;0;151;324;0;0
1552;11.4737;0.318573;6;249;1;161;324;0;0
1553;12.088;0;6;249;0;160;324;0;0
1554;12.6411;0;7;248;0;163;312;0;0
1555;14.3773;0;7;247;4;162;312;0;0
1556;17.6399;0;6;243;0;142;324;0;0
1557;21.0019;0.659294;6;238;0;118;324;0;0
1558;21.1504;0.635682;6;237;0;112;324;0;0
1559;18.8416;0.719163;6;241;0;126;324;0;0
1560;18.1542;0.620524;6;242;0;124;231;0;0
1561;17.2353;0.407462;6;243;0;126;231;0;0
1562;15.4668;0.322409;6;245;0;138;231;0;0
1563;15.1388;0;6;246;0;139;211;0;0
1564;14.9691;0;6;246;0;139;211;0;0
1565;14.6751;0;6;246;0;143;211;0;0
1566;15.2472;0.481109;6;246;0;142;211;0;0
1567;14.8525;0.607187;6;246;0;139;312;0;0
1568;13.1012;0.567165;6;248;0;144;312;0;0
1569;11.6496;0.450868;5;249;0;142;312;0;0
1570;7.24226;0.287989;5;252;0;156;242;0;0
1571;6.48794;0.326198;7;253;0;185;312;0;0
1572;15.8225;0.660229;8;245;0;193;312;0;0
1573;22.3463;1.12054;7;235;0;188;312;0;0
1574;15.1886;0.533282;6;246;0;136;324;1;1
1575;23.2922;0.834053;5;234;0;94;324;0;0
1576;15.7242;0.304803;6;245;0;135;324;0;0
1577;8.12014;0;6;252;0;167;324;0;0
1578;5.40958;0;8;253;0;188;312;0;0
1579;10.5257;0;8;250;0;206;312;0;0
1580;13.1486;0.289449;9;248;0;214;312;0;0
1581;7.53695;0.151508;9;252;0;202;312;0;0
1582;6.79729;0.20032;4;253;0;164;312;0;0
1583;17.4201;0.589221;4;243;0;125;321;0;0
1584;15.6788;0.667779;4;245;0;129;243;0;0
1585;6.34521;0.339785;5;253;0;159;321;0;0
1586;2.70921;0.236496;6;254;0;173;313;0;0
1587;2.01161;0.204498;6;254;0;174;313;0;0
1588;7.52318;0.178264;4;252;0;159;313;0;0
1589;8.52816;0;4;252;0;155;313;0;0
1590;10.9483;0.237887;7;250;0;187;313;0;0
1591;20.6295;0.813865;8;238;66;201;313;0;0
1592;14.918;1.02377;8;246;61;202;313;0;0
1593;10.0233;0.820375;8;251;60;205;312;0;0
1594;7.48048;0.811234;10;252;52;200;312;0;0
1595;8.23847;0.79651;2;252;44;194;312;0;0
1596;7.33081;0.792948;2;252;41;192;312;0;0
1597;5.77935;0.814152;2;253;33;187;312;0;0
1598;2.94936;0.84611;10;254;33;187;312;0;0
1599;1.38109;0.893335;7;254;20;178;312;0;0
1600;15.1055;1.17054;4;246;0;130;312;0;0
1601;27.117;2.07667;4;226;0;90;332;0;0
1602;24.2619;0.749231;4;232;0;104;321;0;0
1603;11.6672;0;4;249;0;144;311;0;0
1604;5.87047;0;6;253;0;165;321;1;1
1605;7.86735;0.128061;6;252;0;158;324;0;0
1606;7.69026;0;6;252;0;157;323;0;0
1607;6.08121;0.147354;7;253;0;178;323;1;1
1608;9.4534;0.19927;8;251;0;196;323;0;0
1609;7.89445;0;9;252;0;201;323;0;0
1610;8.82542;0.188457;9;251;0;205;323;0;0
1611;10.741;0.378187;9;250;0;210;323;1;1
1612;8.81297;0.221445;9;252;60;205;313;0;0
1613;4.9144;0.106946;2;254;0;190;323;0;0
1614;21.9686;0.648549;4;236;0;122;323;2;1
1615;29.6401;1.31059;4;221;0;80;311;0;0
1616;14.4016;0.277483;5;246;0;129;311;0;0
1617;7.06141;0;7;253;0;178;323;0;0
1618;16.5488;0.363823;7;244;0;189;311;0;0
1619;26.4538;1.14932;7;228;0;178;323;0;0
1620;28.6793;1.71943;7;223;0;158;323;0;0
1621;25.244;1.7624;7;230;0;140;323;0;0
1622;23.7891;1.26971;6;233;0;129;323;0;0
1623;23.6383;0.890888;6;233;0;119;333;0;0
1624;24.1052;0.910571;6;232;0;118;333;0;0
1625;0;0.0635765;1;255;22;180;512;0;0
1626;0;0.0635765;1;255;22;180;512;0;0
1627;0;0.0635765;1;255;22;180;512;0;0
1628;0;0.0635765;1;255;22;180;512;0;0
1629;0.088186;0.0898225;9;254;22;180;512;0;0
1630;2.47952;0.157424;9;254;32;187;512;0;0
1631;7.74881;0.2781;8;252;46;195;311;0;0
1632;11.0469;0.506166;8;250;48;195;311;0;0
1633;9.39765;0.480959;8;251;47;196;323;0;0
1634;4.41366;0.356042;8;254;33;187;311;0;0
1635;2.29196;0.28456;6;254;15;175;311;0;0
1636;2.34591;0.24674;7;254;19;178;311;0;0
1637;2.70472;0.218757;7;254;22;180;311;0;0
1638;0.57042;0.241519;5;254;19;178;311;0;0
1639;6.96366;0.3076;3;253;19;177;311;0;0
1640;8.39646;0.380433;3;252;34;186;311;0;0
1641;5.1593;0;3;253;25;181;312;0;0
1642;5.66701;0;3;253;30;185;312;0;0
1643;5.98347;0.121245;2;253;40;192;312;0;0
1644;6.09795;0.195502;10;253;42;193;312;0;0
1645;8.7234;0.24387;9;252;58;204;312;0;0
1646;9.77155;0.187136;10;251;58;203;312;0;0
1647;6.56321;0;10;253;44;194;323;0;0
1648;13.5461;0;8;247;72;211;312;0;0
1649;13.0693;0.359718;9;248;75;214;312;0;0
1650;6.23151;0.329843;10;253;44;195;323;0;0
1651;1.8722;0.230987;3;254;23;181;323;0;0
1652;6.08235;0.227604;7;253;17;175;321;0;0
1653;12.9915;0.376147;7;248;1;161;311;1;1
1654;14.2984;0.50426;6;247;0;134;311;0;0
1655;13.5995;0.335541;5;247;0;132;311;0;0
1656;8.49642;0.130203;5;252;0;152;311;0;0
1657;11.3872;0;7;249;3;163;311;0;0
1658;15.3218;0;6;245;0;153;324;0;0
1659;14.4232;0.353221;6;246;0;140;324;0;0
1660;11.9454;0.199128;6;249;0;148;324;0;0
1661;11.0212;0.197724;6;250;0;162;312;0;0
1662;10.3483;0;7;250;9;168;312;0;0
1663;10.2446;0.25616;7;250;0;170;312;0;0
1664;11.7088;0.352847;6;249;0;158;312;0;0
1665;14.003;0;6;247;0;144;242;0;0
1666;13.8398;0;6;247;0;140;312;0;0
1667;12.6687;0;6;248;0;141;231;0;0
1668;11.0472;0.209241;6;250;0;153;231;1;1
1669;10.1753;0.222372;6;250;0;149;231;1;1
1670;8.52572;0;6;252;0;155;211;0;0
1671;6.4093;0;6;253;0;167;211;0;0
1672;5.4324;0;6;253;0;166;312;0;0
1673;5.52229;0.103146;6;253;0;165;312;0;0
1674;6.12272;0.109344;6;253;0;165;312;0;0
1675;7.27607;0.174876;6;252;0;161;312;0;0
1676;8.07629;0.280172;6;252;0;159;312;0;0
1677;8.35601;0.282694;6;252;0;159;312;0;0
1678;7.47672;0.231023;6;252;0;158;242;0;0
1679;4.39405;0.162948;6;254;0;170;312;0;0
1680;6.24394;0.21324;7;253;0;183;312;0;0
1681;11.4868;0.385747;7;249;0;184;312;0;0
1682;18.9133;0.655493;7;241;0;172;312;0;0
1683;16.477;0;6;244;0;130;312;0;0
1684;13.0142;0.230208;5;248;0;135;324;0;0
1685;3.62557;0;7;254;0;183;324;0;0
1686;10.7486;0;8;250;0;206;312;0;0
1687;14.9431;0.296283;9;246;0;220;312;0;0
1688;15.6676;0.393834;9;245;0;222;312;0;0
1689;13.5791;0.47419;9;247;0;217;312;0;0
1690;2.84213;0.270775;2;254;0;186;312;0;0
1691;13.4619;0.471911;4;247;0;138;321;0;0
1692;19.6182;0.861302;4;240;0;114;321;0;0
1693;14.287;0.640338;5;247;0;132;321;0;0
1694;5.15719;0.36486;5;253;0;163;321;0;0
1695;3.06924;0.307466;6;254;0;173;313;0;0
1696;2.8655;0.276278;6;254;0;174;313;0;0
1697;7.47457;0.216545;4;252;0;157;313;0;0
1698;10.677;0;4;250;0;147;313;0;0
1699;8.63241;0.234002;7;252;0;182;312;0;0
1700;20.9218;0.77887;8;238;56;193;323;0;0
1701;19.0782;1.46708;7;240;39;183;312;0;0
1702;16.1839;1.22023;7;244;29;178;332;0;0
1703;9.67649;1.00859;7;251;22;178;323;0;0
1704;1.77512;0.922118;7;254;23;181;312;0;0
1705;2.53239;0.907964;3;254;26;182;312;0;0
1706;4.06789;0.919124;3;254;20;178;312;0;0
1707;2.46663;0.91995;3;254;19;178;312;0;0
1708;6.86665;0.998701;5;253;0;157;312;0;0
1709;19.3215;1.45581;5;240;0;113;332;0;0
1710;24.6076;1.82992;4;231;0;97;321;0;0
1711;20.581;0.78813;4;238;0;118;321;0;0
1712;11.7498;0.196789;4;249;0;150;311;0;0
1713;3.00358;0;4;254;0;171;321;0;0
1714;3.57331;0;5;254;0;168;324;0;0
1715;4.58473;0;5;254;0;165;324;0;0
1716;7.77034;0;7;252;0;185;323;0;0
1717;15.4659;0;8;245;0;211;311;0;0
1718;15.2366;0;9;246;0;220;311;0;0
1719;13.8716;0.420463;9;247;0;216;311;0;0
1720;12.9913;0.55811;9;248;77;215;311;0;0
1721;7.32369;0.291508;9;252;52;200;313;0;0
1722;2.59281;0.19498;3;254;19;178;313;0;0
1723;26.8561;0.952522;4;227;0;98;311;1;1
1724;33.058;1.13519;4;213;0;73;311;0;0
1725;5.03353;0;4;254;0;165;311;0;0
1726;10.1443;0;9;251;0;207;311;0;0
1727;9.45179;0;9;251;0;205;311;0;0
1728;13.3705;0.281392;7;248;0;188;311;0;0
1729;22.6735;0.74715;7;235;0;165;323;0;0
1730;23.3389;1.03417;7;234;0;147;323;0;0
1731;0;0.0635765;1;255;22;180;512;0;0
1732;0;0;1;255;22;180;512;0;0
1733;0;0;1;255;22;180;512;0;0
1734;0;0;1;255;22;180;512;0;0
1735;0;0;1;255;22;180;512;0;0
1736;0;0;1;255;22;180;512;0;0
1737;0.481838;0.0633875;9;254;24;181;512;0;0
1738;4.70033;0.115368;8;254;41;193;512;1;1
1739;5.88908;0.226477;9;253;46;196;311;0;0
1740;9.94408;0.397482;8;251;57;202;311;0;0
1741;10.7533;0.446715;8;250;56;201;323;0;0
1742;1.85742;0.275812;7;254;22;180;323;0;0
1743;2.80335;0.236142;6;254;14;174;311;0;0
1744;3.08968;0.180073;7;254;22;180;311;0;0
1745;2.46886;0.146076;7;254;21;179;311;0;0
1746;2.46139;0.175919;7;254;19;178;311;0;0
1747;0.497812;0.201923;10;254;24;181;311;0;0
1748;4.79903;0.284229;3;254;27;183;311;0;0
1749;5.33461;0.318496;3;253;26;182;311;0;0
1750;12.4306;0;2;249;57;201;312;0;0
1751;14.1587;0.272003;2;247;59;201;312;0;0
1752;13.779;0;2;247;53;197;312;0;0
1753;9.92816;0;2;251;44;193;312;0;0
1754;9.55022;0.235108;10;251;57;203;312;0;0
1755;14.7144;0.577168;9;246;83;218;312;0;0
1756;12.6193;0.29448;10;248;62;204;323;0;0
1757;9.64492;0;3;251;31;184;312;0;0
1758;10.2254;0.175766;8;250;60;204;323;0;0
1759;12.9423;0.333237;8;248;54;199;312;0;0
1760;2.24492;0.285461;6;254;17;176;323;0;0
1761;4.24895;0.210395;4;254;5;167;323;0;0
1762;4.2234;0.118184;5;254;0;166;323;0;0
1763;7.06806;0.112961;6;253;2;165;321;0;0
1764;8.41987;0.187409;6;252;0;154;321;0;0
1765;9.37796;0.300402;5;251;0;148;321;0;0
1766;7.06498;0.217653;5;253;0;156;321;0;0
1767;5.64055;0.140373;6;253;0;168;321;0;0
1768;7.53254;0;7;252;17;175;312;0;0
1769;4.2006;0.0820578;7;254;0;175;324;0;0
1770;2.56184;0;6;254;0;174;324;0;0
1771;5.27283;0;7;253;0;177;312;0;0
1772;8.00059;0;7;252;0;179;312;0;0
1773;7.75488;0.173395;7;252;18;175;312;0;0
1774;7.19491;0.118181;6;252;0;163;312;0;0
1775;7.77609;0.178606;6;252;0;161;242;0;0
1776;6.50842;0.130482;6;253;0;164;242;1;1
1777;5.96617;0;5;253;0;161;312;0;0
1778;6.30659;0;6;253;0;165;211;0;0
1779;7.1341;0.137887;6;253;0;159;312;0;0
1780;5.91951;0;6;253;0;165;312;0;0
1781;5.45398;0.100949;6;253;0;172;312;0;0
1782;4.63416;0.0949626;6;254;0;168;312;0;0
1783;4.18137;0;6;254;0;169;312;0;0
1784;4.15249;0;6;254;0;168;312;0;0
1785;4.22926;0.0915336;6;254;0;168;312;0;0
1786;4.18864;0.144777;6;254;0;169;312;0;0
1787;4.27344;0.142352;6;254;0;169;312;0;0
1788;3.55678;0.108661;6;254;0;171;242;0;0
1789;3.33686;0.0755159;7;254;0;179;312;0;0
1790;5.0258;0.0953102;7;254;0;183;312;0;0
1791;7.60538;0.177298;7;252;0;181;242;0;0
1792;10.927;0.244374;7;250;0;171;242;0;0
1793;10.4084;0;6;250;0;153;242;0;0
1794;5.05208;0;6;254;0;168;324;0;0
1795;6.4474;0;8;253;0;196;324;0;0
1796;18.4164;0;8;241;0;223;312;0;0
1797;20.2519;0.771236;9;239;107;230;313;0;0
1798;14.2753;0.761028;9;247;81;217;312;0;0
1799;8.06395;0.450309;9;252;56;203;313;0;0
1800;7.89036;0.395133;4;252;0;158;313;0;0
1801;18.5904;0.829493;4;241;0;117;313;0;0
1802;19.7381;1.18959;5;239;0;112;333;0;0
1803;11.7723;0.63057;5;249;0;140;333;0;0
1804;4.13385;0.426225;5;254;0;167;333;0;0
1805;2.956;0.366803;6;254;0;174;313;0;0
1806;2.55464;0.295305;6;254;0;176;313;0;0
1807;6.11297;0.208525;4;253;0;163;313;0;0
1808;11.1184;0;4;250;0;151;313;0;0
1809;4.59126;0.0883478;7;254;0;178;323;0;0
1810;17.8324;0.468241;7;242;0;187;312;0;0
1811;18.7878;1.01111;7;241;29;176;323;0;0
1812;18.4909;1.58376;7;241;20;170;323;0;0
1813;16.7782;1.38788;7;244;7;163;332;0;0
1814;13.4002;1.15369;7;248;6;164;323;0;0
1815;6.50955;1.01243;7;253;12;172;323;0;0
1816;3.04504;1.00249;5;254;9;170;312;0;0
1817;6.29729;1.02164;5;253;0;160;312;0;0
1818;15.2441;1.32017;5;246;0;127;312;0;0
1819;21.1878;1.2726;5;237;0;104;332;0;0
1820;20.1088;0.958656;5;239;0;112;313;0;0
1821;15.8825;0.615175;4;245;0;133;323;0;0
1822;9.95199;0.225949;4;251;0;160;311;0;0
1823;5.46064;0.0951243;3;253;0;180;321;0;0
1824;4.9087;0;3;254;0;179;313;0;0
1825;4.66709;0;4;254;0;171;323;0;0
1826;8.98934;0;8;251;0;199;311;0;0
1827;21.2311;0.563388;8;237;0;220;311;0;0
1828;17.3373;0.562667;8;243;0;221;311;0;0
1829;10.8962;0.549533;9;250;69;211;311;0;0
1830;9.00856;0.495946;9;251;60;205;311;0;0
1831;5.77295;0.331303;2;253;39;191;311;0;0
1832;7.92185;0.318667;4;252;4;165;311;0;0
1833;29.5278;1.27352;4;221;0;88;311;0;0
1834;32.152;1.05684;4;215;0;79;311;0;0
1835;0.937575;0;5;254;0;177;311;0;0
1836;15.3905;0;8;245;0;214;312;0;0
1837;11.5054;0;9;249;0;212;312;0;0
1838;8.42632;0.218209;4;252;0;162;323;0;0
1839;1.28186;0.09076;3;254;23;180;512;0;0
1840;0.186046;0.0634627;3;254;22;180;512;0;0
1841;0.405913;0.0634163;9;254;24;181;512;0;0
1842;0.862513;0.0636241;10;254;25;182;324;0;0
1843;0.887515;0.0636474;2;254;24;181;512;0;0
1844;0.467789;0.0633855;3;254;22;180;512;0;0
1845;0.759837;0;8;254;25;182;512;0;0
1846;5.43192;0.0883008;8;253;39;191;512;0;0
1847;5.63811;0.142976;8;253;41;193;311;0;0
1848;8.55538;0.298726;8;252;50;198;323;0;0
1849;8.21875;0.307298;8;252;37;189;323;0;0
1850;5.99677;0.187932;6;253;2;165;323;0;0
1851;5.28688;0.150169;6;253;10;171;323;0;0
1852;4.75299;0.112288;7;254;23;180;323;0;0
1853;2.58461;0.0739263;7;254;19;178;323;0;0
1854;2.68695;0.105184;7;254;20;178;311;0;0
1855;3.27924;0.181731;7;254;25;182;311;0;0
1856;0.724061;0.206193;6;254;19;178;311;0;0
1857;3.14205;0.262104;3;254;16;176;311;0;0
1858;3.03284;0.191143;3;254;23;180;324;0;0
1859;12.6683;0;10;248;61;204;312;0;0
1860;13.7159;0.362685;2;247;63;205;313;0;0
1861;14.4222;0.379428;3;246;42;189;313;0;0
1862;11.5528;0;3;249;29;182;313;0;0
1863;9.31712;0.169707;9;251;62;206;312;0;0
1864;12.0262;0.317537;9;249;74;213;323;0;0
1865;7.48091;0.185272;2;252;35;188;323;0;0
1866;9.56079;0;3;251;19;176;312;0;0
1867;4.61;0;9;254;42;194;312;0;0
